Time (h),Fg,RPM,Fs,Fa,Fb,Fc,Fh,Fw,pressure,Fremoved,S,DO2,P,V,Wt,pH,T,Q,CO2outgas,Fpaa,PAA_offline,Foil,NH3_offline,OUR,O2,P_offline,X_offline,CER,NH3_shots,Viscosity_offline,Fault_ref,Control_ref,PAT_ref,Batch_ref,Batch_ref
44.8,60,100,57,0,116.676145223332,179.7997464032687,0.0001,0,1.1,-0,0.002813047551961666,11.74367608546587,3.480220835305175,62327.57340621998,68289.25399493631,6.493639286542864,298.0451480558028,227.6688998914841,1.212982150631771,10,NaN,35,NaN,1.390643295764109,0.1896755886850377,NaN,NaN,0.9060699698261067,0,NaN,0,0,0,0,1
45,60,100,57,0,119.737101437926,185.0005417730879,0.0001,0,1.1,-0,0.002783332313069606,11.76117373639186,3.519646435770398,62359.23209908486,68331.8533214607,6.494596486942873,298.0592448823498,231.7834692395052,1.218262082239931,10,NaN,35,NaN,1.37741573154394,0.1897913770276625,NaN,NaN,0.9100773329313738,0,NaN,0,0,0,0,1
45.2,60,100,57,0,122.4193145768621,191.4712227266346,0.0001,0,1.1,-0,0.002818187219148528,11.68507126171047,3.558876226021562,62391.42093574036,68375.07595027384,6.492380360037516,298.0674136270097,234.1692034095725,1.223577512196139,10,NaN,35,NaN,1.393938823726505,0.1896238672740935,NaN,NaN,0.9141122021225768,0,NaN,0,0,0,0,1
45.40000000000001,60,100,57,0,125.9975024993853,196.4053965233088,0.0001,0,1.1,-0,0.002794096326643659,11.67330407770563,3.598733903361676,62424.32081971061,68419.00013863356,6.493536762158761,298.0697008151765,234.8375939221198,1.228895611373634,10,NaN,35,NaN,1.40031976282037,0.1895528991554695,NaN,NaN,0.9181496634572329,0,NaN,0,0,0,0,1
45.6,60,100,57,0,129.0919130308261,199.6612218687697,0.0001,0,1.1,-0,0.002724471200126516,11.68789360896286,3.639561736944744,62457.83756655329,68463.51322187544,6.494901185830153,298.0608310777799,232.2438929991719,1.234167184076869,10,NaN,35,NaN,1.38986201596877,0.1896423501217336,NaN,NaN,0.9221523610612665,0,NaN,0,0,0,0,1
45.8,60,100,57,0,131.6506638759109,199.1977891248115,0.0001,0,1.1,-0,0.002688438249593081,11.68509603019329,3.681193349454287,62491.86586274709,68508.53167420847,6.494140528694095,298.0509261161726,229.3456286056042,1.239399152837332,10,NaN,35,NaN,1.382140757736551,0.1897057980059151,NaN,NaN,0.9261255376725845,0,NaN,0,0,0,0,1
46,60,100,57,0,134.5213135094278,198.1282658175212,0.0001,0,1.1,-0,0.002649219080179596,11.70762632685478,3.723501124545668,62526.46858939006,68554.08903695511,6.496261122043915,298.0384302865451,225.6869196653189,1.244583415686145,10,NaN,35,NaN,1.365272602166885,0.1898563418014388,NaN,NaN,0.9300630270200155,0,NaN,0,0,0,0,1
46.2,60,100,57,0,136.527475042839,195.8012211645669,0.0001,0,1.1,-0,0.00263804669310597,11.68984687252136,3.766266595897478,62561.47195140459,68600.05206799638,6.498709748158279,298.0340517315778,224.4040604196751,1.249739328472112,10,NaN,35,NaN,1.365402180245913,0.1898451969715625,NaN,NaN,0.9339795182719562,0,NaN,0,0,0,0,1
46.40000000000001,60,100,57,0,137.5623301845916,195.8254741685053,0.0001,0,1.1,-0,0.002604057674390168,11.69390279977003,3.809513156064804,62596.68094297859,68646.16553554953,6.502304309434233,298.0263155084777,222.1359678012583,1.2548393378213,10,NaN,35,NaN,1.37219056593817,0.189770814469177,NaN,NaN,0.9378540686384662,0,NaN,0,0,0,0,1
46.6,60,100,57,0,137.1566518534795,194.4662562953763,0.0001,0,1.1,-0,0.002565295086269183,11.673261574834,3.85344531632489,62631.80971773271,68692.18900204591,6.502711658670493,298.0073075290076,216.559606806448,1.259894739450991,10,NaN,35,NaN,1.37847501106058,0.189701308751231,NaN,NaN,0.9416952443208786,0,NaN,0,0,0,0,1
46.8,60,100,57,0,136.6021548758704,188.9533566193455,0.0001,0,1.1,-0,0.002572185681717344,11.62520304928103,3.897238368623578,62666.8269816688,68738.13838020137,6.502527875121993,298.0093101313509,217.1474842942524,1.264955298806885,10,NaN,35,NaN,1.390161119690541,0.1895803866963949,NaN,NaN,0.945540851992089,0,NaN,0,0,0,0,1
47,60,100,57,0,136.1129111546682,190.060846611607,0.0001,0,1.1,-0,0.002569209618220712,11.58994279887576,3.94114118160133,62701.74183082161,68784.02242030593,6.501586342948248,298.0161761108805,219.1643710562289,1.270036712127675,10,NaN,35,NaN,1.39224621271928,0.1895507868934597,NaN,NaN,0.9494028235608573,0,NaN,0,0,0,0,1
47.2,60,100,57,0,136.0008740935436,192.7637199574052,0.0001,0,1.1,-0,0.0025362988457716,11.57770930490514,3.98554553487706,62736.63085635276,68829.87786313126,6.500028955275311,298.010987903548,217.6393215865037,1.275112330006444,10,NaN,35,NaN,1.387901039699192,0.1895823903437324,NaN,NaN,0.9532609073643805,0,NaN,0,0,0,0,1
47.40000000000001,60,100,57,0,136.5113873120306,191.5288977392268,0.0001,0,1.1,-0,0.002536757307514958,11.54720469747259,4.03011973486186,62771.61761333953,68875.84846101918,6.500365034817078,298.0237156646714,221.3829871688531,1.280181903423762,10,NaN,35,NaN,1.393516905887505,0.1895192172949552,NaN,NaN,0.9571149124104745,0,NaN,0,0,0,0,1
47.6,60,100,57,0,136.8792874037491,196.3709332648478,0.0001,0,1.1,-0,0.002516560538459703,11.54650505448543,4.075298830935187,62806.67196325163,68921.88873572364,6.50180794039975,298.0294112122741,223.0593206428173,1.285234726974636,10,NaN,35,NaN,1.382275458760455,0.1896164726231728,NaN,NaN,0.9609566968322177,0,NaN,0,0,0,0,1
47.8,60,100,57,0,136.6724539680718,199.12977640454,0.0001,0,1.1,-0,0.002487546761642499,11.54044841560185,4.121185567084464,62841.67927599345,68967.87389531669,6.49841304687345,298.0397924826364,226.1167726907101,1.290255204188843,10,NaN,35,NaN,1.377100451934525,0.1896560539487387,NaN,NaN,0.9647743948957886,0,NaN,0,0,0,0,1
48,60,100,57,0,137.8429877673226,203.7715185327734,0.0001,0,1.1,-0,0.002431509021430596,11.54943749325763,4.167585493157487,62876.91760667388,69014.03362297926,6.492698060753098,298.0287285949103,222.8561236891641,1.295216421463767,10,629.8707350821563,35,1677.218983215191,1.378243748564708,0.1896356476852074,3.98554553487706,17.27373038618493,0.9685475270946518,0,50.73082775680896,0,0,0,0,1
48.2,60,100,61,0,141.2916449612742,201.3688358384171,0.0001,0,1.1,-0,0.002683683696477752,11.30872949198996,4.211132015461343,62913.63994463451,69062.06299034023,6.487154338104594,298.0559351160189,230.8795240570248,1.300411252690336,10,NaN,35,NaN,1.432210104383271,0.1891120764309977,NaN,NaN,0.9724988581415086,0,NaN,0,0,0,0,1
48.40000000000001,60,100,61,0,146.9498051741387,211.9153870879877,0.0001,0,1.1,-0,0.00265591439423622,11.31212300134376,4.254748282024205,62951.48562388236,69111.21950995518,6.484905118760537,298.0601302272596,232.1175271495384,1.305730520312633,10,NaN,35,NaN,1.426798884904902,0.1891534094482428,NaN,NaN,0.9765454003134453,0,NaN,0,0,0,0,1
48.6,60,100,61,0,153.4973951968972,215.2562184084159,0.0001,0,1.1,-0,0.002659736968487195,11.27380200360262,4.298408165866912,62990.63950812387,69161.73029205727,6.48571994607487,298.0418459123859,226.7178257423865,1.311071377282306,10,NaN,35,NaN,1.439186279411792,0.1890252187742386,NaN,NaN,0.9806089378272864,0,NaN,0,0,0,0,1
48.8,60,100,61,0,159.7195466314571,211.1715499649159,0.0001,0,1.1,-0,0.00270005823372303,11.24936767313609,4.341662331373273,63031.03990398825,69213.53997326228,6.488060584521723,298.0232220588147,221.2138501369369,1.31644377266275,10,NaN,35,NaN,1.440166758864894,0.1890055914296483,NaN,NaN,0.9846970489982858,0,NaN,0,0,0,0,1
49,60,100,61,0,165.0102429760682,206.4526745588662,0.0001,0,1.1,-0,0.002682987443772799,11.21725411608513,4.385154470787166,63072.50151007578,69266.43107494205,6.491178627039893,297.9976679319477,213.6561423889255,1.32183237180167,10,NaN,35,NaN,1.454064962294353,0.1888628998660778,NaN,NaN,0.9887980727995617,0,NaN,0,0,0,0,1
49.2,60,100,61,0,169.0560550236816,198.647006897083,0.0001,0,1.1,-0,0.002703137440805849,11.17576799980714,4.4282526102505,63114.77559162574,69320.17236958492,6.493803415661805,297.9771107360832,207.5716813462023,1.327245889488572,10,NaN,35,NaN,1.466121066503953,0.1887376832990754,NaN,NaN,0.9929186484728637,0,NaN,0,0,0,0,1
49.40000000000001,60,100,61,0,172.0560571883377,191.6589777233856,0.0001,0,1.1,-0,0.002644185681138322,11.20041239420012,4.472155351704491,63157.65453583351,69374.45168870586,6.495326579126754,297.9411690224137,196.9255418539327,1.332617335804614,10,NaN,35,NaN,1.461450201024865,0.1887719086567286,NaN,NaN,0.9970077830257597,0,NaN,0,0,0,0,1
49.6,60,100,61,0,174.4488288850612,57.4976933170157,209.0683883753816,0,1.1,-0,0.002630843760406312,11.19564538903566,4.516364215870839,63200.89659917383,69429.09352533333,6.494587257356212,298.6906664174666,419.1023443350234,1.337946780405744,10,NaN,35,NaN,1.45646125617095,0.1888092342664027,NaN,NaN,1.001065515990253,0,NaN,0,0,0,0,1
49.8,60,100,61,0,177.1412250410716,314.1376958032862,20.90683883753816,0,1.1,-0,0.00259415604164497,11.19852197702178,4.561166698248989,63244.58382924998,69484.1652389892,6.495779847254107,298.5175956290963,367.75811976803,1.343243705389599,10,NaN,35,NaN,1.450639915456531,0.1888545383604891,NaN,NaN,1.00509905498057,0,NaN,0,0,0,0,1
50,60,100,61,0,179.3430086148982,274.7070340076335,2.090683883753816,0,1.1,-0,0.002510111830630074,11.2509142676827,4.607220937341078,63288.75664389617,69539.63981877537,6.494943517826028,298.3757104710756,325.6323995100446,1.348447327993147,10,NaN,35,NaN,1.434066179345508,0.1890023703387815,NaN,NaN,1.009062094808194,0,NaN,0,0,0,0,1
50.2,60,100,61,0,181.8921609326845,246.4645214944089,0.2090683883753816,500,1.1,-0,0.002426488955648534,12.81752971764013,4.64700523997074,63433.48834880075,69695.61137714848,6.493156347977101,298.1481675344409,257.9690340526492,1.353548402385155,10,NaN,35,NaN,1.086484196773615,0.1922873162966076,NaN,NaN,1.0129475633011,0,NaN,0,0,0,0,1
50.40000000000001,60,100,61,0,185.1528074047787,183.1154897058975,0.02090683883753816,500,1.1,-0,0.002414649629192672,12.84783660660803,4.686648068989938,63578.92105341078,69852.30286892696,6.490288692063537,297.9764318919479,206.7807452969965,1.358620965846867,10,NaN,35,NaN,1.043618973552026,0.1926818411506287,NaN,NaN,1.016811834203149,0,NaN,0,0,0,0,1
50.6,60,100,61,0,189.5610175472439,131.1295476121286,0.002090683883753817,500,1.1,-0,0.002443551889738983,12.84881206145603,4.725851844768366,63725.26600641977,70009.97533103805,6.485533262665398,297.8662054018696,173.8484627932234,1.363729428918934,10,NaN,35,NaN,1.040680594676052,0.1926995681574342,NaN,NaN,1.020703976601259,0,NaN,0,0,0,0,1
50.8,60,100,61,0,195.8741337905871,39.33886428363858,148.0225036384765,500,1.1,-0,0.002469283108160178,12.8348449558036,4.764544232176181,63872.80601108971,70168.90466462215,6.48022133302308,298.3205573409314,309.9153429935754,1.368889552365567,10,NaN,35,NaN,1.057827038866659,0.1925277963242716,NaN,NaN,1.024636012253425,0,NaN,0,0,0,0,1
51,60,100,61,0,204.3078063365077,191.89968450565,14.80225036384765,500,1.1,-0,0.002496028067582585,12.84407010786302,4.802925956554785,64021.9717717968,70329.51795479128,6.478388892352797,298.1716243632978,265.2070224957535,1.374095473756971,10,NaN,35,NaN,1.063560516793516,0.1924635558802925,NaN,NaN,1.028603489246116,0,NaN,0,0,0,0,1
51.2,60,100,61,0,213.4612616259321,149.1310679640238,1.480225036384765,500,1.1,-0,0.002462764299407411,12.90074136245682,4.841645330916411,64172.99898908471,70491.95747889852,6.477628076335416,298.0366827685224,224.6014683120474,1.379280847100133,10,NaN,35,NaN,1.06547177783245,0.1924354090682418,NaN,NaN,1.032555848793236,0,NaN,0,0,0,0,1
51.40000000000001,60,100,61,0,222.9266627581576,110.1291287224302,0.1480225036384765,500,1.1,-0,0.002412099926835973,12.97508782187265,4.880664879497441,64325.94146755197,70656.25415915846,6.476780528477351,297.9424150179314,196.1660265938399,1.384402299303209,10,NaN,35,NaN,1.059520843564916,0.192481541836279,NaN,NaN,1.036460018270613,0,NaN,0,0,0,0,1
51.6,60,100,61,0,225,33.03873861672904,116.1910516196189,500,1.1,-0,0.002413381044680025,12.98094454217677,4.919660498571302,64479.24411376099,70820.93253640113,6.475415613945692,298.2915796315571,301.7460420848216,1.389506244013235,10,NaN,35,NaN,1.065597962003024,0.192414266455781,NaN,NaN,1.040351367054084,0,NaN,0,0,0,0,1
51.8,60,100,61,0,225,152.0481016194551,11.61910516196189,500,1.1,-0,0.002379337414994989,13.01984594479022,4.958754389088831,64632.49771660347,70985.52497304951,6.474227864917023,298.1655910543855,263.5566040789863,1.394580894207307,10,NaN,35,NaN,1.065367504160933,0.1924065380042096,NaN,NaN,1.044220901374111,0,NaN,0,0,0,0,1
52,60,100,61,0,225,116.8975440764509,1.161910516196189,500,1.1,-0,0.002360167306077248,13.03794679511325,4.998291991019769,64785.77369561118,71150.14186944516,6.4772245371984,298.0618829558274,232.0443270031724,1.399625657198389,10,NaN,35,NaN,1.068839876924779,0.1923639461423171,NaN,NaN,1.048068160319174,0,NaN,0,0,0,0,1
52.2,60,100,65,0,225,88.27282894216231,0.1161910516196189,500,1.1,-0,0.002533874097041192,12.8888485239027,5.036532594479188,64939.86175817439,71315.89689301711,6.479368615897764,298.000944163863,213.4828665178146,1.404852661231849,10,NaN,35,NaN,1.106642912712485,0.191997070087591,NaN,NaN,1.052054941708519,0,NaN,0,0,0,0,1
52.40000000000001,60,100,65,0,225,70.34736729717073,0.01161910516196189,500,1.1,-0,0.002505583696413999,12.92684598330346,5.07497085511792,65093.95189802322,71481.61683863611,6.482606886932822,297.9602247568678,201.0497757181612,1.410147119669777,10,NaN,35,NaN,1.109064403036922,0.1919639031447899,NaN,NaN,1.056093733855909,0,NaN,0,0,0,0,1
52.6,60,100,65,0,225,56.79161896840091,0.001161910516196189,500,1.1,-0,0.002448460538234175,12.98550479588847,5.114169821223632,65248.03840231336,71647.26857576352,6.484455793060179,297.9357779435634,193.5671221063371,1.415376603232744,10,NaN,35,NaN,1.101750222029804,0.1920227530734075,NaN,NaN,1.060083515728765,0,NaN,0,0,0,0,1
52.8,60,100,65,0,225,17.03748569052027,66.79022249819829,500,1.1,-0,0.002443080101550127,12.96814418923117,5.153397418693923,65402.07938015094,71812.91063793833,6.487465680332012,298.1567711835169,261.3715810918206,1.420593431613741,10,NaN,35,NaN,1.118649561840788,0.1918530837503065,NaN,NaN,1.064064191903563,0,NaN,0,0,0,0,1
53,60,100,65,0,225,91.0551774578845,6.67902224981983,500,1.1,-0,0.002417519979180433,12.98746639941112,5.192873701428239,65556.07956229169,71978.49360694281,6.488356702156421,298.1033400944577,244.9381491517287,1.425797763212472,10,NaN,35,NaN,1.126930621779399,0.1917647733749478,NaN,NaN,1.068035879387117,0,NaN,0,0,0,0,1
53.2,60,100,65,0,225,76.84292181467842,0.667902224981983,500,1.1,-0,0.002417680233820485,12.99260055735657,5.232364659397756,65710.08196301009,72144.13946406639,6.490652030987405,298.0553703251343,230.1486812184281,1.4310154811066,10,NaN,35,NaN,1.123298346762615,0.1917889154394815,NaN,NaN,1.072018331109208,0,NaN,0,0,0,0,1
53.40000000000001,60,100,65,0,225,64.56933810823176,0.06679022249819831,500,1.1,-0,0.00240930128337597,13.02616272248246,5.272126927280308,65864.08414853999,72309.77291125116,6.490457358978839,298.0172121886861,218.3560538488171,1.436222555032737,10,NaN,35,NaN,1.119007179177147,0.1918192910878464,NaN,NaN,1.075993206381641,0,NaN,0,0,0,0,1
53.6,60,100,65,0,225,53.84094149606429,0.006679022249819831,500,1.1,-0,0.002418043844268822,13.00094617608973,5.311537399220915,66018.08238270496,72475.47776758151,6.491844201039662,297.9929236870807,210.8318536848687,1.441461193677154,10,NaN,35,NaN,1.131817840408359,0.1916881616522846,NaN,NaN,1.07999272907054,0,NaN,0,0,0,0,1
53.8,60,100,65,0,225,46.39305154129846,0.0006679022249819832,500,1.1,-0,0.002395923158537127,13.00512912027823,5.350941033390499,66172.07346310369,72641.19194442107,6.490130857220819,297.974723974953,205.1803423813866,1.446723981952523,10,NaN,35,NaN,1.141136534478404,0.1915899378395854,NaN,NaN,1.084011246951546,0,NaN,0,0,0,0,1
54,60,100,65,0,225,40.03095288479687,0.0001,500,1.1,-0,0.002351636170360153,13.04285816987337,5.391151177499576,66326.05525837238,72806.87230577703,6.490803844683544,297.963463940146,201.6753665119913,1.451945861761863,10,NaN,35,NaN,1.144114276651383,0.1915516675906038,NaN,NaN,1.087999080933852,0,NaN,0,0,0,0,1
54.2,60,100,65,0,225,35.33488777808446,0.0001,500,1.1,-0,0.002364758182012628,13.02453320488825,5.431216415791969,66480.02527040541,72972.61515850302,6.491570745545189,297.9611174617802,200.943200049003,1.457182227997596,10,NaN,35,NaN,1.15285500790571,0.191458943706909,NaN,NaN,1.091998530788405,0,NaN,0,0,0,0,1
54.40000000000001,60,100,65,0,225,33.23970075839912,0.0001,500,1.1,-0,0.002347438322940416,13.03677592661288,5.471421860828733,66633.98137880316,73138.35629174137,6.493180146063438,297.9631175582036,201.5686795053309,1.462431575915582,10,NaN,35,NaN,1.158994512646087,0.1913907572869925,NaN,NaN,1.096008451684412,0,NaN,0,0,0,0,1
54.6,60,100,65,0,225,32.48923742898828,0.0001,500,1.1,-0,0.002349739490788412,13.05160877389811,5.511409487099653,66787.92286547102,73304.08826381784,6.496056139981659,297.9648597006896,202.1147893899751,1.467677579533204,10,NaN,35,NaN,1.16343222166064,0.1913386508238488,NaN,NaN,1.100016374020841,0,NaN,0,0,0,0,1
54.8,60,100,65,0,225,31.69218429610711,0.0001,500,1.1,-0,0.002378773576217921,13.02522065590291,5.551317159887643,66941.84937468587,73469.87430525104,6.499062904043656,297.9696939759203,203.6338483555393,1.472953854603459,10,NaN,35,NaN,1.182315847480396,0.1911499966634022,NaN,NaN,1.104047984479156,0,NaN,0,0,0,0,1
55,60,100,65,0,225,32.02918195792594,0.0001,500,1.1,-0,0.002345907765959084,13.04722816263781,5.591389964178742,67095.76089472466,73635.61644263836,6.50120970333614,297.9707184458555,203.956471267564,1.478220687206861,10,NaN,35,NaN,1.193716784700723,0.1910320320639578,NaN,NaN,1.108072941023952,0,NaN,0,0,0,0,1
55.2,60,100,65,0,225,31.20989111835303,0.0001,500,1.1,-0,0.002301519385977291,13.08695585433853,5.631769799515959,67249.65887788429,73801.29205278559,6.503911344698539,297.9671995286556,202.8454244319039,1.483433689389655,10,NaN,35,NaN,1.197036277429383,0.1909905488626021,NaN,NaN,1.112057312055803,0,NaN,0,0,0,0,1
55.40000000000001,60,100,65,0,223.9534704946515,28.89012287942751,0.0001,500,1.1,-0,0.002302312931449915,13.11210829334534,5.671989530159332,67403.33402244515,73966.74503938276,6.506815642497092,297.967687096095,202.999678721945,1.488622531232086,10,NaN,35,NaN,1.190269406764994,0.1910444427567185,NaN,NaN,1.116023762594263,0,NaN,0,0,0,0,1
55.6,60,100,65,0,221.7463326513953,27.85470784962089,0.0001,500,1.1,-0,0.002286895302200544,13.12517915217594,5.712466119797467,67556.55340202301,74131.76009369551,6.50865456577894,297.9698007070988,203.6700628062588,1.493808067097614,10,NaN,35,NaN,1.18845380065569,0.1910515429132176,NaN,NaN,1.119988229896767,0,NaN,0,0,0,0,1
55.8,60,100,65,0,218.8077684244101,27.36851299371099,0.0001,500,1.1,-0,0.002246996561666074,13.17027828715353,5.753114616416144,67709.17037029209,74296.13576563688,6.51063107730158,297.9725331194314,204.5387320712054,1.498957696582083,10,NaN,35,NaN,1.178657479333508,0.1911341077969607,NaN,NaN,1.123925784119961,0,NaN,0,0,0,0,1
56,60,100,65,0,215.0747391004857,27.1628696821131,0.0001,500,1.1,-0,0.002283046526853215,13.13602426274608,5.793544921742074,67861.02574737674,74459.81097384912,6.511032277201815,297.977086811521,205.9898246511898,1.504121426550251,10,NaN,35,NaN,1.197150123978294,0.190949366409183,NaN,NaN,1.127874658634316,0,NaN,0,0,0,0,1
56.2,60,100,72,0,211.1868371209596,27.68339233920318,0.0001,500,1.1,-0,0.002494144332568831,12.94558653358124,5.831715313408978,68013.48630907695,74624.41839927623,6.509725211974921,297.9932554954321,211.1542024886438,1.509545748069561,10,NaN,34,NaN,1.261974241538539,0.1903258075666723,NaN,NaN,1.132023397126655,0,NaN,0,0,0,0,1
56.40000000000001,60,100,72,0,207.8223233446162,32.3681910299081,0.0001,500,1.1,-0,0.002493253137820821,12.93633012006085,5.870130725403019,68165.25552321265,74788.38326667456,6.507418126743528,298.0042377948972,214.6700133719308,1.515111157996693,10,NaN,34,NaN,1.279168553704116,0.1901522961657268,NaN,NaN,1.136280664573623,0,NaN,0,0,0,0,1
56.6,60,100,72,0,205.3784572780379,35.78290029472728,0.0001,500,1.1,-0,0.0024686082066877,12.96285381090016,5.908801659318851,68316.51939462201,74951.82423344976,6.506169827525623,298.0101611698607,216.5705798510292,1.520673307237704,10,NaN,34,NaN,1.277270659010048,0.1901595241088458,NaN,NaN,1.140536064167771,0,NaN,0,0,0,0,1
56.8,60,100,72,0,203.427238016483,37.90301471979578,0.0001,500,1.1,-0,0.002434049424034831,12.99714033275285,5.947850152749023,68467.37810318818,75114.83329001685,6.505674854030093,298.010799163176,216.7756983035345,1.526197864685677,10,NaN,34,NaN,1.273595931290171,0.1901836404932971,NaN,NaN,1.14476332366571,0,NaN,0,0,0,0,1
57,60,100,72,0,201.6749253600139,38.45974097112634,0.0001,500,1.1,-0,0.002427281682480281,12.99557335970047,5.987214158338912,68617.8725601169,75277.50905433809,6.504628873446683,298.011039127413,216.8529979542117,1.531709596133875,10,NaN,34,NaN,1.282289808487083,0.1900907011817629,NaN,NaN,1.148981384920718,0,NaN,0,0,0,0,1
57.2,60,100,72,0,200.3452228824684,38.94271230213963,0.0001,500,1.1,-0,0.002413923505916586,13.0012392142282,6.026883313048891,68768.0873260098,75439.91363265085,6.503119512888585,298.0111557263602,216.8906154586609,1.53721762396513,10,NaN,34,NaN,1.291315989469993,0.1899946148481892,NaN,NaN,1.153197226543082,0,NaN,0,0,0,0,1
57.40000000000001,60,100,72,0,199.6190212917982,39.39510648512015,0.0001,500,1.1,-0,0.00237833573317088,13.01665205740055,6.066924178688158,68918.1433154171,75602.12030257621,6.500598376419857,298.0100261528462,216.5248222109724,1.542691232735828,10,NaN,34,NaN,1.307793438082895,0.189828017871128,NaN,NaN,1.157387332709163,0,NaN,0,0,0,0,1
57.6,60,100,72,0,199.9031100976868,39.42286886919607,0.0001,500,1.1,-0,0.002386022717228958,13.00677091867909,6.107099939918862,69068.24205971269,75764.42936635675,6.496225442026908,298.0135447370242,217.6665828879386,1.548165490394475,10,NaN,34,NaN,1.321758334100447,0.1896851805872299,NaN,NaN,1.161578542808167,0,NaN,0,0,0,0,1
57.8,60,100,72,0,201.9392088750324,41.02123294368712,0.0001,500,1.1,-0,0.002400535058083551,13.00581342249361,6.146968763035739,69218.73362589325,75927.1686644273,6.491386030102566,298.014270449708,217.9025724120228,1.553663757717601,10,NaN,34,NaN,1.335241860754061,0.1895468295225919,NaN,NaN,1.165788746593569,0,NaN,0,0,0,0,1
58,60,100,72,0,205.9066767150604,41.75314207668552,0.0001,500,1.1,-0,0.002350189044568453,13.07264450736696,6.187271427745832,69370.00507625644,76090.65291688686,6.488940559994789,298.012899869198,217.4557504902617,1.559134751812015,10,NaN,34,NaN,1.318981345982377,0.1896903519884506,NaN,NaN,1.169978674654865,0,NaN,0,0,0,0,1
58.2,60,100,72,0,210.8429877409406,41.80999081963338,0.0001,500,1.1,-0,0.002357944012757797,13.10540049424491,6.227382522354581,69522.25091879089,76255.10310732997,6.487079846098809,298.0084140168638,215.9902004231511,1.564575357316052,10,NaN,34,NaN,1.318498557543186,0.1896844411227268,NaN,NaN,1.174145931646714,0,NaN,0,0,0,0,1
58.40000000000001,60,100,72,0,216.5293269386508,40.75639621310319,0.0001,500,1.1,-0,0.002347422489419758,13.11390971759497,6.26753593445078,69675.62193846943,76420.71772797332,6.486864727449154,298.0025468455345,214.0690586108555,1.570019643134102,10,NaN,34,NaN,1.329402819706992,0.1895706594943231,NaN,NaN,1.178316608501535,0,NaN,0,0,0,0,1
58.6,60,100,72,0,222.2981872636929,39.081391629384,0.0001,500,1.1,-0,0.002349655868442198,13.14583654393483,6.307674187104081,69830.13444809669,76587.48591562119,6.486861211586301,297.9977527229432,212.495682883662,1.575462023811663,10,NaN,34,NaN,1.330518033931184,0.1895496129862677,NaN,NaN,1.182486426817708,0,NaN,0,0,0,0,1
58.8,60,100,72,0,225,37.56692982789633,0.0001,500,1.1,-0,0.002351079840622523,13.16525133238735,6.347957904278156,69985.17472282446,76754.80731774677,6.488458272725033,297.9940259683989,211.269815486033,1.58090178477552,10,NaN,34,NaN,1.332533849620871,0.1895200407604646,NaN,NaN,1.186654838483178,0,NaN,0,0,0,0,1
59,60,100,72,0,225,36.23288253994022,0.0001,500,1.1,-0,0.002312813571386724,13.20094678690408,6.388344833095754,70140.20192028309,76922.10069628006,6.490263832119243,297.9918876555808,210.5648095605818,1.58632321455203,10,NaN,34,NaN,1.327536812030801,0.189556934440944,NaN,NaN,1.190809800678323,0,NaN,0,0,0,0,1
59.2,60,100,72,0,225,35.29908909172167,0.0001,500,1.1,-0,0.002261398947811403,13.25432178045834,6.42922255831945,70295.21655178603,77089.30647521759,6.49217672460419,297.9852835292056,208.3826122541136,1.591675330745278,10,NaN,34,NaN,1.325136426318197,0.1895693595243275,NaN,NaN,1.1949122264012,0,NaN,0,0,0,0,1
59.40000000000001,60,100,72,0,225,32.73248992270058,0.0001,500,1.1,-0,0.002214207167140292,13.31658097112231,6.470794822075525,70450.2196654209,77256.44792732957,6.494237900283617,297.9769242476439,205.6142254872645,1.596943065509163,10,NaN,34,NaN,1.310564325241502,0.1896971882698293,NaN,NaN,1.198950541162788,0,NaN,0,0,0,0,1
59.6,60,100,72,0,225,29.34620107694019,0.0001,500,1.1,-0,0.002217622743829529,13.32369582000151,6.512498816401422,70605.21065583985,77423.60043204323,6.495772385825046,297.9735705372837,204.5010243276627,1.602182702277123,10,NaN,34,NaN,1.315653002031481,0.1896389132818088,NaN,NaN,1.202967874589652,0,NaN,0,0,0,0,1
59.8,60,100,72,0,225,27.38652490102555,0.0001,500,1.1,-0,0.002220825391720466,13.3122839829145,6.554275660902676,70760.18825418832,77590.78044275939,6.49747886319489,297.9730899377299,204.3411047042913,1.607433723643889,10,NaN,34,NaN,1.33421564416928,0.1894530214135045,NaN,NaN,1.206994496209228,0,NaN,0,0,0,0,1
60,60,100,72,0,225,26.25476603081128,0.0001,500,1.1,-0,0.002236056445662089,13.35942359081592,6.596009707233037,70915.15161642806,77757.94886475203,6.497979844207887,297.9744702925563,204.8013011980361,1.612681526212205,10,915.7079445055628,34,1624.943222868089,1.317411498636339,0.1896020320608075,6.42922255831945,19.35546610847433,1.211019209169481,0,42.74586589685995,0,0,0,0,1
60.2,60,100,76,0,225,25.7254656074382,0.0001,500,1.1,-0,0.002336302741557328,13.28345882851079,6.636733797450253,71070.89898048386,77926.07233936839,6.497288544344569,297.9842327784617,208.0635697792246,1.618053763059395,10,NaN,33,NaN,1.347329731926642,0.1893083604647313,NaN,NaN,1.215139934485695,0,NaN,0,0,0,0,1
